Species;Name;Area 1;Area 2;Area 3;Area 4;Area 5;Area 6;Area 7;Area 8;Area 9;Area 10;Area 11;Area 12;Area 13;Area 14;Area 15;Area 16;Area 17;Area 18;Area 19;Area 20;Area 21;Area 22;Area 23;Area 24;Area 25;Area 26;Area 27;Area 28;Area 29;Area 30;Area 31;Area 32;Area 33;Area 34;Area 35;Area 36;Area 37;Area 38;Area 39;Area 40;Area 41;Area 42;Area 43;Area 44;Area 45;Area 46;Area 47;Area 48;Area 49;Area 50;Area 51;Area 52;Area 53;Area 54;Area 55;Area 56;Area 57;Area 58;Area 59;Area 60;Area 61;Area 62;Area 63;Area 64;Area 65;Area 66;Area 67;Area 68;Area 69;Area 70;Area 71;Area 72;Area 73;Area 74;Area 75;Area 76;Area 77;Area 78;Area 79;Area 80;Area 81;Area 82;Area 83;Area 84;Area 85;Area 86;Area 87;Area 88;Area 89;Area 90;Area 91;Area 92;Area 93;Area 94;Area 95;Area 96;Area 97;Area 98;Area 99;Area 100;Area 101;Area 102
Hogere plant;Ceratophyllum demersum - Grof hoornblad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Lycopus europaeus - Wolfspoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;2.0;;;;;;0.0;
Hogere plant;Myosotis scorpioides - Moeras- / Weidevergeet-mij-nietje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Phalaris arundinacea - Rietgras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;2.0;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Calamagrostis epigejos - Duinriet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;2.0;;;;;;;;3.0;0.0;
Hogere plant;Frangula alnus - Sporkehout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;
Mos;Kindbergia praelonga - Fijn laddermos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;2.0;;2.0;;;8.0;;;;;;;;;4.0;2.0;;;;2.0;2.0;;2.0;;;;;;;2.0;;;3.0;;;;;;;;;;;;;;;;;2.0;;;3.0;;;;;;;2.0;0.0;
Hogere plant;Lonicera periclymenum - Wilde kamperfoelie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;
Hogere plant;Rhododendron species;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Rubus adspersus - Spikkelhaagbraam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;0.0;
Hogere plant;Stellaria holostea - Grote muur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Aronia x prunifolia - Zwarte appelbes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Geranium dissectum - Slipbladige ooievaarsbek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Ribes rubrum - Aalbes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Juncus conglomeratus - Biezenknoppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Ranunculus species - Boterbloem (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Capsella bursa-pastoris - Herderstasje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;2.0;2.0;;;;2.0;;;;;;;;;;;;;0.0;
Hogere plant;Chenopodium album - Melganzenvoet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;8.0;;;;8.0;;;;;;;;;0.0;
Hogere plant;Digitaria ischaemum - Glad vingergras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Echinochloa crus-galli - Europese hanenpoot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Eragrostis species - Liefdegras (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Galinsoga quadriradiata - Harig knopkruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;2.0;;;;;;;;;0.0;
Hogere plant;Lepidium didymum - Kleine varkenskers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;3.0;;;;;8.0;;;;4.0;;;;;;;;;0.0;
Hogere plant;Matricaria chamomilla - Echte kamille;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Matricaria discoidea - Schijfkamille;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;0.0;
Hogere plant;Polygonum aviculare - Gewoon varkensgras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Rorippa palustris - Moeraskers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;3.0;;2.0;;;4.0;;;;2.0;;;;;;;;;0.0;
Hogere plant;Spergularia rubra - Rode schijnspurrie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Epilobium hirsutum - Harig wilgenroosje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;0.0;
Hogere plant;Spartina species - Slijkgras (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;0.0;
Hogere plant;Acer platanoides - Noorse esdoorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;0.0;
Mos;Dicranoweisia cirrata - Gewoon sikkelsterretje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Fraxinus excelsior - Es;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;2.0;1.0;2.0;;;;;;;0.0;
Hogere plant;Lamium purpureum - Paarse dovenetel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;1.0;1.0;;;;;;;;1.0;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;2.0;;;;2.0;;;;;;;;;0.0;
Hogere plant;Lolium multiflorum - Italiaans raaigras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;0.0;
Hogere plant;Stellaria media - Vogelmuur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;2.0;;;;;;;;;2.0;;;2.0;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;2.0;;;;2.0;;;;2.0;;;;;;;;;0.0;
Hogere plant;Acer campestre - Spaanse aak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;2.0;2.0;;;;;;;0.0;
Hogere plant;Carpinus betulus - Haagbeuk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;0.0;
Hogere plant;Cornus sanguinea - Rode kornoelje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;0.0;
Hogere plant;Cotoneaster species - Dwergmispel (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;0.0;
Hogere plant;Fallopia japonica - Japanse duizendknoop;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;0.0;
Hogere plant;Rosa subsect. Caninae - Hondsroos s.l.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Taxus baccata - Taxus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;0.0;
Hogere plant;Ulmus glabra - Ruwe iep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;0.0;
Hogere plant;Viola riviniana - Bleeksporig bosviooltje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;0.0;
Hogere plant;Persicaria amphibia - Veenwortel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;2.0;;2.0;;;;;0.0;
Hogere plant;Arabidopsis thaliana - Zandraket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;2.0;;;;;;2.0;;;;;1.0;;;;;;;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Melissa officinalis - Citroenmelisse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Oxalis stricta - Stijve klaverzuring;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Mos;Riccia species - Landvorkje (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Veronica species - Ereprijs (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;0.0;
Hogere plant;Poterium sanguisorba subsp. sanguisorba - Kleine pimpernel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;2.0;;2.0;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;0.0;
Hogere plant;Arrhenatherum elatius subsp. elatius - Gewone glanshaver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;2.0;;;;;;;;;;0.0;
Mos;Ceratodon purpureus - Gewoon purpersteeltje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;2.0;;;;;;;;;;;;0.0;
Hogere plant;Fragaria vesca - Bosaardbei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Hypericum species - Hertshooi (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Populus tremula - Ratelpopulier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Prunus spinosa - Sleedoorn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Senecio vulgaris - Klein kruiskruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Viola species - Viooltje (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Lotus corniculatus / glaber - Gewone / Smalle rolklaver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;1.0;;2.0;;;;;;8.0;8.0;;;;;;;;;;;3.0;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Ornithogalum species - Vogelmelk (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Poa pratensis / angustifolia / irrigata - Veld- / Smal / Berijpt beemdgras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;3.0;;;3.0;;;;;;;2.0;;2.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Prunus species - Prunus (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;1.0;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Ranunculus bulbosus - Knolboterbloem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Taraxacum officinale - Paardenbloem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;2.0;;2.0;2.0;2.0;2.0;;;2.0;8.0;2.0;2.0;2.0;8.0;;2.0;2.0;;;2.0;;;8.0;2.0;;2.0;;2.0;;;;4.0;;3.0;;;2.0;;;2.0;;;;;;;;;0.0;
Hogere plant;Narcissus species - Narcis (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;;;;;;;;;;2.0;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Ophrys apifera - Bijenorchis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Alopecurus pratensis - Grote vossenstaart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Ficaria verna - Gewoon speenkruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Isatis tinctoria - Wede;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Plantago media - Ruige weegbree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Saxifraga granulata - Knolsteenbreek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Tragopogon pratensis subsp. pratensis - Gele morgenster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Crepis biennis - Groot streepzaad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Agrimonia eupatoria - Gewone agrimonie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Picris hieracioides - Echt bitterkruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Verbascum species - Toorts (G);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;0.0;
Hogere plant;Glyceria fluitans - Mannagras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;8.0;8.0;;;;;;;;;;0.0;
Hogere plant;Ranunculus sceleratus - Blaartrekkende boterbloem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;;;8.0;;;;;1.0;;;;;;8.0;;;;;;;;;;0.0;
Hogere plant;Cardamine pratensis subsp. pratensis - Pinksterbloem subsp. pratensis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Silene gallica - Franse silene;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Veronica chamaedrys - Gewone ereprijs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Bromus hordeaceus - Zachte dravik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;2.0;;;;;;;;1.0;2.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;;0.0;
Hogere plant;Festuca brevipila - Hard zwenkgras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;8.0;2.0;8.0;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Vicia tetrasperma subsp. tetrasperma - Vierzadige wikke;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Malus x domestica - Eetappel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Festuca guestfalica / lemanii / filiformis - Schapengras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Luzula multiflora subsp. multiflora - Veelbloemige veldbies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Anchusa officinalis - Gewone ossentong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Barbarea vulgaris - Gewoon barbarakruid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;2.0;;;;;;;;;;;3.0;;3.0;;;;;;;;;;;;;;;;0.0;
Hogere plant;Tripleurospermum maritimum - Reukeloze kamille;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Carex panicea - Blauwe zegge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Carex pulicaris - Vlozegge;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Viburnum opulus - Gelderse roos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;
Hogere plant;Cardamine pratensis - Pinksterbloem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;2.0;;;3.0;;;;;;;;;;;;;;;;;;;;;0.0;
